scale,compression,max_rank,erank
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
8,0.267608642578125,51,24.95580149699807
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.1218414306640625,64,31.530678160007884
9,0.12114715576171875,63,31.4405380479407
9,0.1218414306640625,64,31.530678160007884
