method,scale,error,serror,time,rmax,erank
dd TTI,22,0.0026343777723950874,4.361328885170261e-06,2.150508165359497,78,0.0020661354064941406
cross,27,1.3978811118996665e-10,1.0714412609742896e-12,453.2649585818872,69,0.0007512271404266357
TTI,27,3.373725055707574e-13,4.6721913745565454e-15,0.17584800720214844,31,6.535649299621582e-05
d cross,27,2.8264064846371243e-05,1.6570864130837797e-06,453.3998047923669,74,0.0009638965129852295
d TTTI,27,2.4035393769415377e-06,3.2141117866637884e-09,0.17618250846862793,39,6.535649299621582e-05
dd cross,27,4011644.103690532,8755.722933483528,453.41939755436033,76,0.0010235607624053955
dd TTI,27,0.002636897722500594,4.618974528043818e-06,0.18122196197509766,86,6.535649299621582e-05
cross,25,1.6811131690310565e-10,1.125300002586364e-12,406.4974830877036,36,0.0009479522705078125
TTI,25,3.355596388824318e-13,4.5589746318346285e-15,1.2968926429748535,31,0.00026035308837890625
d cross,25,0.00011383884183138878,5.76689657522834e-05,406.5687411557883,40,0.0013105273246765137
d TTTI,25,2.4038170257851657e-06,1.0698229626599078e-08,1.294952630996704,38,0.00026035308837890625
dd cross,25,470140.9859314336,2057.258026691175,406.5733752977103,42,0.0014474987983703613
dd TTI,25,0.0026369038185681355,5.181952167473749e-06,1.307110071182251,78,0.00026035308837890625
cross,23,1.525625735747726e-10,8.22978907637988e-13,41.068729842081666,30,0.0009083747863769531
TTI,23,3.3782548606582675e-13,3.369896198408181e-15,2.1298844814300537,31,0.0010368824005126953
d cross,23,9.49847494759314e-05,5.567497859243655e-06,43.233400071039796,34,0.0013360977172851562
d TTTI,23,2.4201531073599144e-06,7.407333529211316e-09,2.1366100311279297,38,0.0010368824005126953
dd cross,23,1659.906072485385,45.842148450525656,41.0983845833689,36,0.0015721321105957031
dd TTI,23,0.00263510953131064,2.5934941582952236e-06,2.1433932781219482,78,0.0010368824005126953
cross,24,1.4166631933672668e-10,6.181584538725703e-13,110.67100751772523,30,0.000591278076171875
TTI,24,3.3695033951098713e-13,5.075164234838326e-15,2.1235108375549316,31,0.0005196332931518555
d cross,24,8.465595552852774e-05,7.310758714559667e-06,110.70044029131532,34,0.0008672475814819336
d TTTI,24,2.409945071287041e-06,7.233652516623423e-09,2.1259329319000244,38,0.0005196332931518555
dd cross,24,7078.453465368055,165.3609437392358,110.70714652910829,36,0.0010145902633666992
dd TTI,24,0.0026355137829053546,2.9289523025446598e-06,2.1337809562683105,78,0.0005196332931518555
cross,28,1.4324210698015542e-10,1.058847024412615e-12,123.25451267510653,60,0.00028749555349349976
TTI,28,3.360828833649601e-13,4.1249604128429314e-15,0.18805932998657227,31,3.2745301723480225e-05
d cross,28,0.0004858570536637105,5.028792339354091e-05,123.36365378648043,66,0.00040940940380096436
d TTTI,28,2.4091715101348057e-06,7.117741213561083e-09,0.17140841484069824,39,3.2745301723480225e-05
dd cross,28,5261283.1241190005,48173.301982112,123.3855971172452,68,0.00043798238039016724
dd TTI,28,0.002637386665278297,4.906940293619019e-06,0.1809370517730713,87,3.2745301723480225e-05
cross,19,1.5369870135408977e-10,1.1823285113362044e-12,13.041369290091097,28,0.01412200927734375
TTI,19,2.1616415614762316e-15,4.3338704448029764e-17,0.16299653053283691,30,0.01560211181640625
d cross,19,2.2888853557535685e-05,3.406912583666032e-07,13.05644449684769,32,0.019927978515625
d TTTI,19,4.245788767407786e-06,1.1507942699552793e-08,0.16555142402648926,39,0.01560211181640625
dd cross,19,8.716220763258335,0.09992324964582949,13.059557528235018,34,0.023040771484375
dd TTI,19,0.002451529960204468,2.510899198154417e-06,0.17611217498779297,83,0.01560211181640625
cross,20,1.474049756323434e-10,4.656367771465408e-13,10.384623613208532,27,0.0068721771240234375
TTI,20,3.216936755083919e-13,4.184956145280603e-15,0.16383123397827148,30,0.007831573486328125
d cross,20,3.9160644927758155e-05,6.893000133147393e-07,10.40069517120719,31,0.009885787963867188
d TTTI,20,3.0374008283008656e-06,6.2763475828989435e-09,0.16625380516052246,39,0.007831573486328125
dd cross,20,22.744314409206062,0.4399050027961661,10.404296960681677,33,0.011516571044921875
dd TTI,20,0.0025964982353451193,3.1407415048068777e-06,0.17608141899108887,84,0.007831573486328125
cross,21,2.1037993891803423e-10,1.1392110297179397e-12,14.232390076853335,27,0.0034732818603515625
TTI,21,3.369026762063829e-13,4.976087245751357e-15,0.16967129707336426,30,0.003939628601074219
d cross,21,6.33944695308069e-05,1.4870275433382168e-06,14.247585208155215,31,0.0050411224365234375
d TTTI,21,2.5827236761984422e-06,1.496176878726989e-08,0.16756153106689453,38,0.003939628601074219
dd cross,21,77.6614007048934,3.4157891615358613,14.251135499216616,33,0.005898475646972656
dd TTI,21,0.0026261522611139964,2.84808856618843e-06,0.17736554145812988,85,0.003939628601074219
cross,25,1.5434912245735624e-10,8.317750798191847e-13,153.8438361575827,29,0.0003554224967956543
TTI,25,3.346233400992723e-13,4.66070442346812e-15,2.1229629516601562,31,0.00026035308837890625
d cross,25,0.00012052272086623386,1.8167043445315854e-05,154.2387565067038,35,0.0005824565887451172
d TTTI,25,2.4093292589226133e-06,1.0484457597577645e-08,2.1275322437286377,38,0.00026035308837890625
dd cross,25,142722.24750518473,564.0244224333933,153.89244922902435,37,0.0006733536720275879
dd TTI,25,0.002634389029560435,5.0709106098044414e-06,2.132742166519165,78,0.00026035308837890625
cross,22,1.6136757685256312e-10,1.2074160411101915e-12,19.93896130938083,29,0.0018587112426757812
TTI,22,3.3415468628093947e-13,3.0060194376247836e-15,0.18099093437194824,30,0.0019774436950683594
d cross,22,2.9049366314990327e-05,1.1146641517357519e-05,19.95552591700107,33,0.0026998519897460938
d TTTI,22,2.4477343114521732e-06,1.0578803384823724e-08,0.18326973915100098,38,0.0019774436950683594
dd cross,22,427.23910515972665,40.31315365314632,19.95864610094577,35,0.003161907196044922
dd TTI,22,0.0026349111821989154,3.703626249294118e-06,0.19546985626220703,85,0.0019774436950683594
cross,26,2.759931987352807e-10,2.1718662160095346e-12,533.5554572986439,46,0.0006907880306243896
TTI,26,3.3618030347712364e-13,3.769981360622164e-15,1.2867333889007568,31,0.00013044476509094238
d cross,26,0.0002854914153690598,2.2835465320376358e-05,533.6457931445912,53,0.0008902251720428467
d TTTI,26,2.407593910081544e-06,7.767151763779284e-09,1.2858128547668457,38,0.00013044476509094238
dd cross,26,2464266.356639393,11734.965023653569,533.6543733524159,55,0.0009723901748657227
dd TTI,26,0.0026368653275791716,3.0886883085902703e-06,1.2927536964416504,78,0.00013044476509094238
cross,23,1.4196774324850452e-10,5.152877708085662e-13,28.587559616193175,29,0.0009515285491943359
TTI,23,3.3658569070205666e-13,3.637842783409021e-15,0.17095017433166504,30,0.0009925365447998047
d cross,23,8.935240699639226e-05,2.334016401201018e-06,28.60591951571405,33,0.0013854503631591797
d TTTI,23,2.4136160546287886e-06,1.3746628810509445e-08,0.17384672164916992,38,0.0009925365447998047
dd cross,23,732.9023866068528,40.20038171114767,28.610172426328063,35,0.0016260147094726562
dd TTI,23,0.002635669095526207,2.7225889708010657e-06,0.18488860130310059,86,0.0009925365447998047
cross,24,1.4158794202216752e-10,6.82857135834286e-13,75.55661797057837,29,0.00047707557678222656
TTI,24,3.358573511284801e-13,5.939095280707585e-15,0.16803765296936035,30,0.0005029439926147461
d cross,24,8.889872609787455e-05,5.690354656419221e-06,75.57596420776099,33,0.0007040500640869141
d TTTI,24,2.4053004956940307e-06,6.309648053743918e-09,0.16842412948608398,38,0.0005029439926147461
dd cross,24,7086.034092188868,147.7586241397808,75.58060645591468,35,0.000830531120300293
dd TTI,24,0.0026360676176019732,4.761276962747667e-06,0.1783008575439453,86,0.0005029439926147461
cross,25,1.709697198947353e-10,1.0732749099327304e-12,52.83265183586627,28,0.0002530217170715332
TTI,25,3.371298877238696e-13,4.5053697424123455e-15,0.18609356880187988,30,0.00025200843811035156
d cross,25,0.00020951221747021105,2.7285635640439485e-05,52.8539852919057,32,0.00039952993392944336
d TTTI,25,2.4025993441575416e-06,8.574229728039211e-09,0.18680214881896973,38,0.00025200843811035156
dd cross,25,376061.58493436815,2774.192972214615,52.86015484947711,34,0.0004711747169494629
dd TTI,25,0.0026379684730337273,3.1297090597182134e-06,0.19790887832641602,86,0.00025200843811035156
cross,27,1.428855251697826e-10,6.785243515315217e-13,147.67162754759192,50,0.0003848820924758911
TTI,27,3.3360145600777047e-13,3.727976362064954e-15,1.2875897884368896,31,6.535649299621582e-05
d cross,27,5.909067230336313e-05,8.509921874358693e-06,147.90488984808326,54,0.0005170553922653198
d TTTI,27,2.403277650375628e-06,9.564627547691927e-09,1.2853925228118896,38,6.535649299621582e-05
dd cross,27,3271177.72854641,10753.72119553052,147.77863838896155,56,0.0005609095096588135
dd TTI,27,0.0026352196112174008,3.1597812859094427e-06,1.2922825813293457,78,6.535649299621582e-05
cross,26,1.7139816424436507e-10,1.0277427477201535e-12,328.8040864802897,40,0.0005532801151275635
TTI,26,3.385350289338421e-13,4.654492684392452e-15,2.1302683353424072,31,0.00013044476509094238
d cross,26,0.00029135234216991354,4.620984867788843e-05,328.89037612453103,46,0.0007371306419372559
d TTTI,26,2.4041689004544417e-06,8.460915688544578e-09,2.1350209712982178,38,0.00013044476509094238
dd cross,26,1814431.8664413213,7768.059669985671,328.8968782760203,48,0.0008120238780975342
dd TTI,26,0.0026348177030795232,4.838584941185418e-06,2.141510248184204,78,0.00013044476509094238
cross,27,2.77810434426739e-10,2.3116385051269248e-12,137.31257905438542,38,0.00025218725204467773
TTI,27,3.366854151134665e-13,3.0911465814670564e-15,2.131256580352783,31,6.535649299621582e-05
d cross,27,2.8326317112768908e-05,2.1958346207651454e-05,137.38717736676335,42,0.0003616809844970703
d TTTI,27,2.407950955064334e-06,9.53737165468876e-09,2.1278672218322754,38,6.535649299621582e-05
dd cross,27,20270594.013807543,33760.68348769886,137.3950680680573,44,0.00039915740489959717
dd TTI,27,0.002634397622501102,3.857054154614766e-06,2.1371212005615234,78,6.535649299621582e-05
cross,26,1.4653940663619004e-10,8.084038432448419e-13,348.0338641749695,54,0.0008994340896606445
TTI,26,3.352024246312965e-13,2.654704460873979e-15,0.17022967338562012,31,0.00013044476509094238
d cross,26,0.0002687286254537584,1.6124039409313825e-05,348.1172837363556,58,0.0011356770992279053
d TTTI,26,2.408048363092852e-06,9.710443272933378e-09,0.1708369255065918,38,0.00013044476509094238
dd cross,26,363167.28714259353,1383.3215820432752,348.1263615237549,60,0.001226663589477539
dd TTI,26,0.002634434260631606,4.342676921865857e-06,0.17992091178894043,86,0.00013044476509094238
cross,28,1.392167288578672e-10,8.571764348709022e-13,208.80477929860353,68,0.00035910308361053467
TTI,28,3.365448442563239e-13,3.953906187780266e-15,1.2915503978729248,31,3.288686275482178e-05
d cross,28,1.5187945593113461e-05,1.8915772851424778e-07,208.97279501706362,74,0.0005037561058998108
d TTTI,28,2.404536346643717e-06,6.658666174833735e-09,1.2870876789093018,38,3.288686275482178e-05
dd cross,28,19963930.32500928,47730.999553104055,208.99635554105043,76,0.0005350187420845032
dd TTI,28,0.002639130418227647,4.365890342452631e-06,1.2947795391082764,79,3.288686275482178e-05
cross,19,1.4074000742866185e-10,1.0895885732458985e-12,51.29341480601579,30,0.0142974853515625
TTI,19,2.18243803503674e-15,4.642094984620428e-17,1.279376745223999,29,0.0146331787109375
d cross,19,6.697357964860911e-06,8.269447918778072e-08,51.31254598964006,34,0.020221710205078125
d TTTI,19,4.251790910152511e-06,1.085828916583377e-08,1.280683994293213,39,0.0146331787109375
dd cross,19,1.94577266181693,0.02100467458092841,51.314112399704754,36,0.023380279541015625
dd TTI,19,0.0024539214726782307,4.811926069304221e-06,1.2884948253631592,77,0.0146331787109375
cross,27,1.4453563024341216e-10,7.285474109752338e-13,289.9811716321856,60,0.0005430877208709717
TTI,27,3.354014021351036e-13,3.0452116205233435e-15,0.19014763832092285,31,6.535649299621582e-05
d cross,27,5.7423174679226096e-05,5.0336238297958684e-05,290.08470466174185,65,0.0007230639457702637
d TTTI,27,2.4021577813257254e-06,6.348972936198979e-09,0.18867850303649902,39,6.535649299621582e-05
dd cross,27,3773954.9986599823,6133.9706133833315,290.1003334764391,67,0.000774875283241272
dd TTI,27,0.002636171149375443,3.347230192960448e-06,0.19264936447143555,86,6.535649299621582e-05
cross,20,1.506384642848283e-10,7.337673633268459e-13,21.310318592004478,29,0.0068836212158203125
TTI,20,3.2219876595881067e-13,4.3502750488041045e-15,1.2820167541503906,30,0.008022308349609375
d cross,20,3.95482553314707e-05,5.07833795681089e-07,21.328663947992027,33,0.009866714477539062
d TTTI,20,3.038155797590577e-06,1.3631258573058237e-08,1.2812328338623047,38,0.008022308349609375
dd cross,20,22.969840510495434,0.2934642991535144,21.332220437936485,35,0.011478424072265625
dd TTI,20,0.0025943509104197258,1.7322484355242411e-06,1.2906928062438965,78,0.008022308349609375
cross,28,1.4138007776086212e-10,8.4718167157984e-13,197.0941909821704,62,0.00028886646032333374
TTI,28,3.3672298627031333e-13,3.995463720389751e-15,2.1296327114105225,31,3.288686275482178e-05
d cross,28,1.5182993039216478e-05,1.2753774679963435e-07,197.26185145694762,68,0.00041303783655166626
d TTTI,28,2.405741019446715e-06,1.1872182960695118e-08,2.1298725605010986,38,3.288686275482178e-05
dd cross,28,18311324.331105534,35224.98749218407,197.2855471642688,70,0.00044133514165878296
dd TTI,28,0.002639751396529689,3.6884211965442847e-06,2.142141580581665,79,3.288686275482178e-05
cross,21,1.4779458367417704e-10,6.912035106534316e-13,18.748405251652002,30,0.0036096572875976562
TTI,21,3.3468305825663615e-13,4.128778735780195e-15,1.2854135036468506,30,0.004034996032714844
d cross,21,6.51606169955527e-05,9.09653634982787e-07,18.767514262348413,34,0.005208015441894531
d TTTI,21,2.579220996158364e-06,1.2393039453610848e-08,1.2810444831848145,38,0.004034996032714844
dd cross,21,76.74392635058624,1.0623493931570884,18.771187100559473,36,0.006075859069824219
dd TTI,21,0.002626060756348116,3.680763686293997e-06,1.2929821014404297,78,0.004034996032714844
cross,19,1.5095107425063507e-10,7.151266174512094e-13,51.89736545830965,29,0.013675689697265625
TTI,19,2.180163716696118e-15,3.2827751308817235e-17,2.1242120265960693,29,0.0146331787109375
d cross,19,1.0326840765231301e-05,5.588619239720056e-07,51.91634977608919,33,0.01935577392578125
d TTTI,19,4.254993977843046e-06,7.169359183840186e-09,2.1310207843780518,39,0.0146331787109375
dd cross,19,5.65119877453754,0.20311530619363918,51.91901267319918,35,0.022396087646484375
dd TTI,19,0.00244978673087684,4.849307667313309e-06,2.1431336402893066,77,0.0146331787109375
cross,22,1.612667839504172e-10,1.271388181863109e-12,27.298226982355118,29,0.0018205642700195312
TTI,22,3.3416626275952584e-13,1.9901961859614887e-15,1.2834765911102295,31,0.0020661354064941406
d cross,22,4.27170580734925e-05,6.617947962490019e-06,27.319191128015518,33,0.0026502609252929688
d TTTI,22,2.4502829339752486e-06,7.476213888048675e-09,1.2848131656646729,38,0.0020661354064941406
dd cross,22,395.11346402124457,35.505843412580504,27.32479825615883,35,0.0031065940856933594
dd TTI,22,0.002634368588147129,2.803600527745732e-06,1.2921111583709717,78,0.0020661354064941406
cross,20,1.6691470889696183e-10,1.1879381411489463e-12,24.137049810029566,29,0.007366180419921875
TTI,20,3.231391338274625e-13,4.019035705598015e-15,2.120882511138916,30,0.008022308349609375
d cross,20,1.9475221439887483e-05,2.2415117785230198e-06,24.15623225364834,33,0.010501861572265625
d TTTI,20,3.050169802416644e-06,1.1327297029527231e-08,2.1278679370880127,38,0.008022308349609375
dd cross,20,16.818065107084536,0.9811184054408009,24.15972222480923,35,0.012189865112304688
dd TTI,20,0.0025961739317656263,2.3510198961047104e-06,2.131659507751465,78,0.008022308349609375
cross,23,1.6201222919859547e-10,1.103763671621582e-12,77.2262717988342,28,0.0009355545043945312
TTI,23,3.368437943823936e-13,4.9477643327956305e-15,1.2921466827392578,31,0.0010368824005126953
d cross,23,9.504120590988472e-05,6.85832501419384e-06,77.25120489858091,32,0.0014235973358154297
d TTTI,23,2.4184276570692223e-06,8.532437845485835e-09,1.2933735847473145,38,0.0010368824005126953
dd cross,23,4541.527340459509,172.34894404646502,77.25526111386716,34,0.0016696453094482422
dd TTI,23,0.002632166254426075,3.292599432900741e-06,1.2978496551513672,78,0.0010368824005126953
cross,21,1.7368831452112337e-10,6.500771959651517e-13,65.4614245314151,28,0.0037889480590820312
TTI,21,3.352762204707406e-13,2.6800728170806755e-15,2.123326539993286,30,0.004034996032714844
d cross,21,0.00011020132760281012,2.110846422838038e-06,66.83890384621918,32,0.005420684814453125
d TTTI,21,2.582724706328596e-06,8.135228416294361e-09,2.127824068069458,38,0.004034996032714844
dd cross,21,130.74444798763156,2.7661890873250408,65.4881579298526,34,0.006327629089355469
dd TTI,21,0.002626967072925797,2.377702038528314e-06,2.1456098556518555,78,0.004034996032714844
cross,24,1.4316596396297814e-10,1.1507546675948673e-12,190.51696091797203,31,0.0004788637161254883
TTI,24,3.368934522300291e-13,4.6073085557384154e-15,1.286055088043213,31,0.0005196332931518555
d cross,24,0.00015121222854628716,5.185405930180363e-06,190.5397391906008,35,0.0007148981094360352
d TTTI,24,2.407084524707665e-06,9.741683759157705e-09,1.2838711738586426,38,0.0005196332931518555
dd cross,24,9468.5741185879,88.86567385748896,190.5442958464846,37,0.0008409023284912109
dd TTI,24,0.0026350359190433098,4.7532728352084105e-06,1.2926392555236816,78,0.0005196332931518555
cross,22,1.6159637044779053e-10,1.138830469416736e-12,50.278511717915535,28,0.00180816650390625
TTI,22,3.377669014824166e-13,5.211441964282199e-15,2.1224119663238525,31,0.0020661354064941406
d cross,22,6.887899429800314e-05,3.5361207956636004e-06,50.30131621658802,32,0.0026378631591796875
d TTTI,22,2.4509441331351886e-06,1.2237972726628456e-08,2.1272714138031006,38,0.0020661354064941406
dd cross,22,442.80406846603694,32.38605674450116,50.305510714650154,34,0.003093719482421875
dd TTI,22,0.0026343202402398184,5.314123164269632e-06,2.1367969512939453,78,0.0020661354064941406
cross,28,1.400490755835111e-10,8.269094681894738e-13,581.6809310959652,97,0.000723622739315033
TTI,28,3.3545420386365593e-13,5.534160662062384e-15,0.17534613609313965,31,3.2745301723480225e-05
d cross,28,2.3463787004430052e-05,6.981713758702868e-05,581.8858568714932,101,0.0009050741791725159
d TTTI,28,2.405078909979143e-06,8.99650358556114e-09,0.17786574363708496,39,3.2745301723480225e-05
dd cross,28,18404978.696333356,31856.6830221267,581.9119083927944,103,0.0009451434016227722
dd TTI,28,0.002637224844459904,2.60854481032141e-06,0.18821477890014648,87,3.2745301723480225e-05
cross,23,1.5680329335814622e-10,7.394765123626778e-13,37.4994495306164,29,0.0009455680847167969
TTI,23,3.361537320002352e-13,6.241581750663043e-15,2.1303820610046387,31,0.0010368824005126953
d cross,23,0.00014791772351849367,4.613348116291114e-06,37.52570513822138,33,0.0013790130615234375
d TTTI,23,2.4128627574934705e-06,5.521535267035835e-09,2.129824161529541,38,0.0010368824005126953
dd cross,23,1967.3099130921626,36.264181497403214,37.52876881696284,35,0.0016200542449951172
dd TTI,23,0.0026346301762623613,4.090295932709774e-06,2.1376383304595947,78,0.0010368824005126953
cross,19,1.401348784134143e-10,5.208011347957254e-13,12.577351246029139,27,0.0141448974609375
TTI,19,2.1630897199924177e-15,6.759873208930752e-17,0.1629488468170166,30,0.01560211181640625
d cross,19,1.6628535514861727e-06,1.6454771639132104e-07,12.593454513698816,31,0.02007293701171875
d TTTI,19,4.251766189267317e-06,9.026546008357447e-09,0.16573810577392578,39,0.01560211181640625
dd cross,19,0.3265257796269803,0.05177400415117387,12.596767101436853,33,0.023250579833984375
dd TTI,19,0.0024487343676141337,3.857557868454623e-06,0.17550182342529297,83,0.01560211181640625
cross,25,1.6358142163836687e-10,9.719867516535952e-13,140.56719497032464,30,0.0003603696823120117
TTI,25,3.3750904865076245e-13,2.928749215069343e-15,1.286571741104126,31,0.00026035308837890625
d cross,25,8.391715958147397e-05,7.029181543323506e-05,140.6010041553527,36,0.000578463077545166
d TTTI,25,2.4073260689971534e-06,4.581310238564231e-09,1.285968542098999,38,0.00026035308837890625
dd cross,25,479449.5491037752,2608.897833260144,140.60766175575554,38,0.0006688237190246582
dd TTI,25,0.0026366637427833067,3.0223687523219824e-06,1.2928578853607178,78,0.00026035308837890625
cross,20,1.6070780265631112e-10,1.5746183766148069e-12,20.21476838272065,29,0.00731658935546875
TTI,20,3.245112890389096e-13,3.6853458563111994e-15,0.16704893112182617,30,0.007831573486328125
d cross,20,1.5079732915823063e-05,3.2077322420990203e-06,20.230988952331245,33,0.0104217529296875
d TTTI,20,3.038469493203234e-06,1.4079843377401646e-08,0.17158055305480957,39,0.007831573486328125
dd cross,20,9.59277648917897,2.095935439717249,20.235107871703804,35,0.012094497680664062
dd TTI,20,0.002592415338178711,3.403723086793658e-06,0.18272876739501953,84,0.007831573486328125
cross,24,1.4205239137731485e-10,6.897976209956855e-13,101.61214042920619,31,0.0004668235778808594
TTI,24,3.3349059661005256e-13,3.582604153847866e-15,2.1279449462890625,31,0.0005196332931518555
d cross,24,0.00014180516274277897,3.6833654646803714e-06,101.6364312293008,35,0.0006867647171020508
d TTTI,24,2.402856754394365e-06,1.2915653252377829e-08,2.1279399394989014,38,0.0005196332931518555
dd cross,24,7526.685897143134,79.04642047482636,101.6400888087228,37,0.0008113384246826172
dd TTI,24,0.002635687044774469,2.5676896457104315e-06,2.1355104446411133,78,0.0005196332931518555
cross,21,1.446922157902734e-10,1.0357110914439263e-12,48.98859668057412,29,0.0036592483520507812
TTI,21,3.368946621179743e-13,4.404607161120336e-15,0.16736507415771484,30,0.003939628601074219
d cross,21,4.1676380465984834e-05,6.436451628040851e-07,49.00658536236733,33,0.005280494689941406
d TTTI,21,2.582384200955246e-06,1.0676024597965629e-08,0.16762804985046387,38,0.003939628601074219
dd cross,21,47.276776554304696,0.9098955419983674,49.0096716908738,35,0.0061626434326171875
dd TTI,21,0.002627544034943328,3.4952514796363916e-06,0.17753219604492188,85,0.003939628601074219
cross,26,2.751306397279735e-10,1.8075417446557949e-12,193.68421888537705,30,0.0003407895565032959
TTI,26,3.369506403978061e-13,3.602432545754088e-15,1.2845842838287354,31,0.00013044476509094238
d cross,26,0.00013906711888243698,5.450822736242952e-05,193.74398064799607,36,0.00048473477363586426
d TTTI,26,2.4080847668593724e-06,1.0879651282970457e-08,1.2843303680419922,38,0.00013044476509094238
dd cross,26,3574370.388526889,14459.576229448377,193.74867797084153,38,0.0005462467670440674
dd TTI,26,0.0026359860830191804,2.59448883548026e-06,1.291489601135254,78,0.00013044476509094238
cross,22,1.634768280774735e-10,4.4188481602430956e-13,111.66872694436461,29,0.0018835067749023438
TTI,22,3.3762879713306804e-13,3.4408067790394362e-15,0.17009830474853516,30,0.0019774436950683594
d cross,22,6.450316586500523e-05,9.81854191211356e-06,111.68754889909178,33,0.0027313232421875
d TTTI,22,2.4519280685169793e-06,6.93168866454822e-09,0.1736736297607422,38,0.0019774436950683594
dd cross,22,414.81922843764124,30.879061442254898,111.69142272416502,35,0.0031981468200683594
dd TTI,22,0.002634158434524577,2.2521073953514757e-06,0.185272216796875,85,0.0019774436950683594
cross,25,1.7064911949673306e-10,9.045947786887024e-13,241.70014676824212,29,0.00045412778854370117
TTI,25,3.3851287675732863e-13,4.275490183333382e-15,2.128878355026245,31,0.00026035308837890625
d cross,25,0.0001976964392887284,2.625370406684854e-05,241.74532160535455,35,0.0007123351097106934
d TTTI,25,2.4061310024685195e-06,5.474415272769848e-09,2.1287431716918945,38,0.00026035308837890625
dd cross,25,375997.77716304595,1997.3709052316312,241.75162706151605,37,0.0008128881454467773
dd TTI,25,0.0026356037101425344,4.7285804548805e-06,2.137535572052002,78,0.00026035308837890625
cross,23,1.715327908213424e-10,7.537406880574958e-13,152.957325973548,28,0.0008912086486816406
TTI,23,3.354877459874154e-13,4.1472756295124364e-15,0.17232441902160645,30,0.0009925365447998047
d cross,23,0.00028045063026994427,1.460569996522471e-05,152.97517255786806,32,0.0013399124145507812
d TTTI,23,2.413627911954795e-06,1.2687505674196852e-08,0.17510080337524414,38,0.0009925365447998047
dd cross,23,7367.159835608369,74.16156658316288,152.98087934497744,34,0.00157928466796875
dd TTI,23,0.0026346776202997033,3.4498924046158723e-06,0.18645834922790527,86,0.0009925365447998047
cross,24,1.6691803013569047e-10,6.819500821501518e-13,38.57644031010568,31,0.00047409534454345703
TTI,24,3.368655858557011e-13,4.143800916136154e-15,0.18378973007202148,30,0.0005029439926147461
d cross,24,0.00042193523647569354,1.7519043251440237e-05,38.60049650631845,35,0.0006955862045288086
d TTTI,24,2.4064499382256958e-06,9.50405397320545e-09,0.18434882164001465,38,0.0005029439926147461
dd cross,24,59595.186762871046,174.49271053424215,38.606635784730315,37,0.0008189678192138672
dd TTI,24,0.002636410399715771,3.877230509791126e-06,0.195753812789917,86,0.0005029439926147461
cross,27,1.4000926578020782e-10,7.056866883661985e-13,152.0923023391515,51,0.00042191147804260254
TTI,27,3.349031991445508e-13,3.6330592506650745e-15,1.2931196689605713,31,6.535649299621582e-05
d cross,27,3.4581477397639954e-05,1.7804720210311153e-05,152.20553638227284,56,0.0005590170621871948
d TTTI,27,2.402710995984791e-06,1.000515525426198e-08,1.2929763793945312,38,6.535649299621582e-05
dd cross,27,3839196.8198438818,9773.837045574723,152.22204090841115,58,0.000604674220085144
dd TTI,27,0.0026373032772889567,2.0298782570510774e-06,1.2993669509887695,78,6.535649299621582e-05
cross,25,1.529739002667276e-10,9.267099671401256e-13,99.65876823384315,29,0.0005323290824890137
TTI,25,3.3746856969439323e-13,3.946677277380969e-15,0.17342019081115723,30,0.00025200843811035156
d cross,25,7.170827607532529e-05,1.84211509797669e-05,99.70273214299232,35,0.0007746219635009766
d TTTI,25,2.4001283713590867e-06,7.11229707323798e-09,0.17624759674072266,38,0.00025200843811035156
dd cross,25,135983.92963441022,509.01876973812625,99.71035104710609,37,0.0008786320686340332
dd TTI,25,0.002637176171274125,4.093889679189843e-06,0.1878187656402588,86,0.00025200843811035156
cross,26,1.5965709308523123e-10,1.0681916307283165e-12,192.43036946840584,29,0.0003503859043121338
TTI,26,3.372817970552329e-13,3.86551921489615e-15,2.1280500888824463,31,0.00013044476509094238
d cross,26,7.957738068273173e-05,0.00019894474490421912,192.49044475145638,34,0.0005002021789550781
d TTTI,26,2.4018827017167462e-06,1.1965606055100581e-08,2.1287589073181152,38,0.00013044476509094238
dd cross,26,3436035.86684129,6033.524060667768,192.50100931711495,36,0.0005619227886199951
dd TTI,26,0.0026352597077224753,2.3610661386012146e-06,2.136284589767456,78,0.00013044476509094238
cross,26,1.409603836672533e-10,9.870879881307778e-13,70.47825211007148,34,0.00040087103843688965
TTI,26,3.3499351198769396e-13,3.5222760510024336e-15,0.1702101230621338,31,0.00013044476509094238
d cross,26,6.63937613848844e-05,6.5222832955017386e-06,70.53101175744087,39,0.0005512535572052002
d TTTI,26,2.399388345431257e-06,6.6639041154259855e-09,0.17087602615356445,38,0.00013044476509094238
dd cross,26,494009.712959137,2490.6498664022592,70.53401559311897,41,0.0006160140037536621
dd TTI,26,0.00263752161199712,2.631115964115744e-06,0.18023133277893066,86,0.00013044476509094238
cross,27,1.4314263023924115e-10,6.545056405457779e-13,174.76003554277122,44,0.0003791004419326782
TTI,27,3.3604163380093876e-13,3.074593918450932e-15,0.17513370513916016,31,6.535649299621582e-05
d cross,27,1.4614768129516884e-05,1.2683016909065633e-05,174.83497264795005,54,0.0005300343036651611
d TTTI,27,2.4060294926923704e-06,5.406285638411775e-09,0.17728590965270996,39,6.535649299621582e-05
dd cross,27,3783152.40914308,13145.811331392446,174.84725406579673,56,0.0005763769149780273
dd TTI,27,0.0026370465580245585,2.2795765396759817e-06,0.18842720985412598,86,6.535649299621582e-05
