method,scale,error,serror,time,rmax,erank
d TTTI,19,4.24703430540997e-06,1.4659907330055856e-08,0.17323541641235352,39,0.01560211181640625
dd cross,19,0.30527456373352024,0.005374032126898239,13.37139081582427,34,0.023395538330078125
dd TTI,19,0.0024489999178497006,2.663456623452209e-06,0.18222880363464355,83,0.01560211181640625
cross,20,1.5998756845004703e-10,7.687889191105706e-13,58.20887927245349,30,0.0077037811279296875
TTI,20,3.2311386242102397e-13,5.9402984635506284e-15,0.16743087768554688,30,0.007831573486328125
d cross,20,1.4218166204037622e-05,3.0432964058873544e-06,58.229079763405025,34,0.010915756225585938
d TTTI,20,3.0456543462820824e-06,1.3819973664901764e-08,0.17186713218688965,39,0.007831573486328125
dd cross,20,6.6611095663320325,1.5395822987216548,58.23083333205432,36,0.012636184692382812
dd TTI,20,0.0025927080410275286,3.724688435498421e-06,0.1833951473236084,84,0.007831573486328125
cross,21,1.5543196727981106e-10,4.696307251764942e-13,28.31687569525093,30,0.0035810470581054688
TTI,21,3.3512405017917347e-13,3.553327409128009e-15,0.16552019119262695,30,0.003939628601074219
d cross,21,0.00010122148624492455,1.977887260274019e-06,28.364560603164136,34,0.005148887634277344
d TTTI,21,2.5773265445160553e-06,1.4115053215429421e-08,0.16777968406677246,38,0.003939628601074219
dd cross,21,120.75390047725935,2.5789022853574957,28.338530301116407,36,0.006003379821777344
dd TTI,21,0.0026244336059414114,5.0376134522362146e-06,0.17711114883422852,85,0.003939628601074219
cross,22,1.4940503600927725e-10,6.462857468861479e-13,68.78667540848255,29,0.0018243789672851562
TTI,22,3.3658417340926327e-13,3.1205847353522653e-15,0.16456174850463867,30,0.0019774436950683594
d cross,22,5.533417387597906e-05,1.548382001385851e-06,68.80437369644642,33,0.002644062042236328
d TTTI,22,2.4446026139709512e-06,5.914030064381612e-09,0.1669473648071289,38,0.0019774436950683594
dd cross,22,154.58358739795798,6.07488873719325,68.80802674591541,35,0.003104686737060547
dd TTI,22,0.0026331662994985073,4.588460303081948e-06,0.17680597305297852,85,0.0019774436950683594
cross,23,1.609074206651709e-10,8.100085128373868e-13,55.42524779960513,29,0.0009748935699462891
TTI,23,3.3591780974616564e-13,4.812869384035239e-15,0.17092680931091309,30,0.0009925365447998047
d cross,23,9.492508833078632e-05,9.664588425759714e-06,55.44431794807315,33,0.0014140605926513672
d TTTI,23,2.413678218983645e-06,6.1654360389811355e-09,0.17415404319763184,38,0.0009925365447998047
dd cross,23,4531.515746737185,123.38241889347327,55.44831980392337,35,0.0016579627990722656
dd TTI,23,0.0026347637581781514,4.416409046166868e-06,0.1853034496307373,86,0.0009925365447998047
cross,24,1.6999967630630002e-10,1.1918918179329323e-12,203.68782650027424,29,0.0009467601776123047
TTI,24,3.375387896270432e-13,4.184111118291726e-15,0.17190074920654297,30,0.0005029439926147461
d cross,24,0.00041896100077156914,2.1115490930297134e-05,203.72293578181416,33,0.0013320446014404297
d TTTI,24,2.40626952848233e-06,8.914310141738524e-09,0.17520570755004883,38,0.0005029439926147461
dd cross,24,54716.31148489813,144.69767038246601,203.72951541934162,35,0.0015245676040649414
dd TTI,24,0.0026348293083939237,2.6076834554887285e-06,0.18619918823242188,86,0.0005029439926147461
cross,25,1.4552055048526302e-10,8.840968890980364e-13,52.21716984920204,30,0.0002651214599609375
TTI,25,3.340786996987877e-13,1.8126139117773957e-15,0.17269325256347656,30,0.00025200843811035156
d cross,25,7.739531110367056e-05,1.2809504351818734e-05,52.28737267665565,35,0.00041615962982177734
d TTTI,25,2.399718648884697e-06,8.747309545721674e-09,0.17587924003601074,38,0.00025200843811035156
dd cross,25,73727.85278853911,686.5069005680042,52.244813768193126,37,0.0004890561103820801
dd TTI,25,0.002635793547964639,3.817004048759701e-06,0.1869649887084961,86,0.00025200843811035156
cross,26,1.679486435949241e-10,7.683946912687299e-13,132.16814670711756,29,0.00027057528495788574
TTI,26,3.3741327189860493e-13,2.7391872068588974e-15,0.16997504234313965,31,0.00013044476509094238
d cross,26,0.00026393794426501444,2.6024814936593044e-05,132.20897159725428,34,0.0003959238529205322
d TTTI,26,2.4022683814023456e-06,9.604629213392001e-09,0.17098712921142578,38,0.00013044476509094238
dd cross,26,1864926.902413457,12733.438460181538,132.21797666698694,36,0.0004512667655944824
dd TTI,26,0.002636813441426621,4.380157927924617e-06,0.17976713180541992,86,0.00013044476509094238
cross,27,1.4254926498738425e-10,8.452424443328101e-13,93.51671196240932,51,0.00037769973278045654
TTI,27,3.359097834201708e-13,3.109312922546398e-15,0.17090392112731934,31,6.535649299621582e-05
d cross,27,0.0004400273162901676,5.268059617091959e-05,93.60306073445827,56,0.0005161017179489136
d TTTI,27,2.404760005125664e-06,6.738962124929383e-09,0.17199468612670898,39,6.535649299621582e-05
dd cross,27,1326384.157852953,6106.598085670165,93.60662962216884,58,0.0005598515272140503
dd TTI,27,0.002636145545448822,3.038213093700021e-06,0.1805100440979004,86,6.535649299621582e-05
cross,28,1.3956647463794587e-10,8.927520212862743e-13,123.91827627178282,69,0.00036759674549102783
TTI,28,3.383205696752488e-13,2.3612194602558543e-15,0.17240214347839355,31,3.2745301723480225e-05
d cross,28,2.9160472976639826e-07,3.974087976985721e-09,124.04260345455259,74,0.0004935562610626221
d TTTI,28,2.404740562097179e-06,6.783761926520247e-09,0.1720259189605713,39,3.2745301723480225e-05
dd cross,28,20185854.61240815,29163.57158919495,124.06283255573362,76,0.000524476170539856
dd TTI,28,0.0026356857683535657,3.8611415341034095e-06,0.1813650131225586,87,3.2745301723480225e-05
cross,19,1.8037963037759317e-10,7.430068005566479e-13,6.369915394112468,27,0.01288604736328125
TTI,19,2.1450491717580856e-15,1.1777391625307482e-17,0.17426586151123047,30,0.01560211181640625
d cross,19,7.53798946408659e-05,6.421703895195751e-07,6.384515194222331,31,0.0184173583984375
d TTTI,19,4.244224937578474e-06,9.197936911940055e-09,0.17784833908081055,39,0.01560211181640625
dd cross,19,22.6956317190915,0.16485705399432019,6.388052372261882,33,0.021396636962890625
dd TTI,19,0.0024498788281174452,5.222162272911789e-06,0.1907365322113037,83,0.01560211181640625
cross,20,1.510284638320224e-10,6.582811093479354e-13,20.466164621524513,30,0.0072345733642578125
TTI,20,3.2250278338194436e-13,3.9566985867148014e-15,0.16495704650878906,30,0.007831573486328125
d cross,20,1.6774362091193328e-05,6.764094554070696e-07,20.483094486407936,34,0.010309219360351562
d TTTI,20,3.0421377623091433e-06,1.887799628250526e-08,0.16649580001831055,39,0.007831573486328125
dd cross,20,16.343332585755824,0.6340465975907812,20.486373933963478,36,0.011964797973632812
dd TTI,20,0.0025960846294580254,5.092955254081965e-06,0.17641162872314453,84,0.007831573486328125
cross,21,1.6319272905960968e-10,7.838067959859218e-13,14.553003456443548,27,0.0034694671630859375
TTI,21,3.3489702342257053e-13,2.455627449775936e-15,0.16835260391235352,30,0.003939628601074219
d cross,21,0.00012014150731987304,2.0972876365135796e-06,14.569550897926092,31,0.0050296783447265625
d TTTI,21,2.5793354074481946e-06,8.353044064904169e-09,0.17287278175354004,38,0.003939628601074219
dd cross,21,141.26609052319392,1.9263879033889721,14.573875095695257,32,0.00588226318359375
dd TTI,21,0.0026264252954485774,5.35549279111246e-06,0.18380379676818848,85,0.003939628601074219
cross,22,1.6574394534741041e-10,6.687641641609257e-13,20.726344119757414,29,0.0018830299377441406
TTI,22,3.352910551425969e-13,3.694393320903741e-15,0.17010045051574707,30,0.0019774436950683594
d cross,22,8.019885824019157e-05,2.3234308384572202e-06,20.744325887411833,33,0.002727985382080078
d TTTI,22,2.4520852563166434e-06,8.364126563228505e-09,0.1684424877166748,38,0.0019774436950683594
dd cross,22,461.80260719844375,22.435390542680622,20.74897075816989,35,0.0031919479370117188
dd TTI,22,0.002634369342837343,5.9239290393035674e-06,0.17781615257263184,85,0.0019774436950683594
cross,23,1.6126313977878985e-10,6.538721034709581e-13,28.490868980064988,29,0.0009579658508300781
TTI,23,3.34183083667497e-13,4.321974725328909e-15,0.16724824905395508,30,0.0009925365447998047
d cross,23,9.560895505907747e-05,8.051822858651664e-06,28.509117061272264,33,0.0014503002166748047
d TTTI,23,2.4168186500932193e-06,7.245765334063608e-09,0.16834735870361328,38,0.0009925365447998047
dd cross,23,4528.816605075244,196.92914609232028,28.514175349846482,35,0.0016965866088867188
dd TTI,23,0.002635379947585589,4.617793224469997e-06,0.17806005477905273,86,0.0009925365447998047
cross,24,1.6473046420436634e-10,1.0722999871137842e-12,201.00065088365227,30,0.0012073516845703125
TTI,24,3.3492924347966894e-13,3.8349068212608005e-15,0.1716618537902832,30,0.0005029439926147461
d cross,24,0.0001809674409280784,2.5154010272409164e-05,201.04019498918205,34,0.0016723871231079102
d TTTI,24,2.407154101298077e-06,1.1479915881345394e-08,0.17476177215576172,38,0.0005029439926147461
dd cross,24,46650.34715709961,370.2893863972961,201.0495038041845,36,0.0018821954727172852
dd TTI,24,0.0026350242535356097,3.704545202341012e-06,0.18585920333862305,86,0.0005029439926147461
cross,25,1.5084406764014783e-10,9.800260142397241e-13,53.09662772808224,30,0.0003336668014526367
TTI,25,3.3726193603341435e-13,4.045639675641108e-15,0.18599176406860352,30,0.00025200843811035156
d cross,25,0.00020486969743962886,1.9957688284880962e-05,53.124389425851405,35,0.0005161762237548828
d TTTI,25,2.4052232503141227e-06,8.677974707369569e-09,0.1855792999267578,38,0.00025200843811035156
dd cross,25,110624.98243484346,862.5442316276149,53.12963153515011,37,0.0005978941917419434
dd TTI,25,0.00263854721423133,3.3825954476421498e-06,0.18122267723083496,86,0.00025200843811035156
cross,26,1.5508202993585356e-10,6.619096345403427e-13,70.39715088624507,29,0.00031247735023498535
TTI,26,3.3511379308099667e-13,3.433006834265478e-15,0.16985535621643066,31,0.00013044476509094238
d cross,26,0.0003656184451251447,3.349888926456841e-05,70.4430695893243,34,0.00043842196464538574
d TTTI,26,2.403810940411429e-06,1.0308229355426075e-08,0.17020225524902344,38,0.00013044476509094238
dd cross,26,610645.5072326183,2384.669077363727,70.4507497670129,36,0.0004959404468536377
dd TTI,26,0.002636009310730095,4.78935177731514e-06,0.17905569076538086,86,0.00013044476509094238
cross,27,2.724927732985026e-10,2.4270791836799678e-12,175.3598125204444,39,0.00029195845127105713
TTI,27,3.3525199359673556e-13,3.638145530027349e-15,0.1707758903503418,31,6.535649299621582e-05
d cross,27,0.00017155447060669492,7.197608840413598e-05,175.43039944022894,48,0.000424116849899292
d TTTI,27,2.403949136955894e-06,7.969324821480816e-09,0.17138981819152832,39,6.535649299621582e-05
dd cross,27,15558646.144784415,59198.82919084355,175.44185139983892,50,0.0004647970199584961
dd TTI,27,0.00263387341058292,3.963022285874354e-06,0.1814718246459961,86,6.535649299621582e-05
cross,28,1.4026345467290727e-10,6.986737394234233e-13,123.83627794869244,66,0.00033637136220932007
TTI,28,3.363409403182817e-13,4.903002195020286e-15,0.19189095497131348,31,3.2745301723480225e-05
d cross,28,7.761314656922836e-07,1.5335508614040728e-06,123.95336483605206,72,0.0004741549491882324
d TTTI,28,2.403438062736982e-06,5.255858025124842e-09,0.18487119674682617,39,3.2745301723480225e-05
dd cross,28,19631693.456652872,28505.753508268703,123.97357271797955,74,0.0005044788122177124
dd TTI,28,0.002635867987244099,3.579982569481996e-06,0.18791770935058594,87,3.2745301723480225e-05
cross,19,1.3994308357004362e-10,9.424720132048408e-13,41.23231393098831,30,0.01428985595703125
TTI,19,2.155353024093845e-15,1.3967486030488793e-17,0.16585588455200195,30,0.01560211181640625
d cross,19,1.7189880001235165e-06,1.4746477114165908e-07,41.24818903207779,34,0.0200653076171875
d TTTI,19,4.246219353237911e-06,1.2023990635463863e-08,0.17044734954833984,39,0.01560211181640625
dd cross,19,0.3370902523736649,0.07633647826537547,41.25126200914383,36,0.023235321044921875
dd TTI,19,0.002449179105118186,3.424696381427114e-06,0.18156147003173828,83,0.01560211181640625
cross,20,1.4780592607661977e-10,5.597948802121102e-13,9.887775771319866,27,0.00681304931640625
TTI,20,3.225165438018246e-13,4.039727142276138e-15,0.16852641105651855,30,0.007831573486328125
d cross,20,3.939432239706917e-05,8.050307410038396e-07,9.908946387469769,31,0.009786605834960938
d TTTI,20,3.0424390299321635e-06,1.7280313365033177e-08,0.1727907657623291,39,0.007831573486328125
dd cross,20,23.10059288916516,0.3977961255708342,9.90565549582243,33,0.011434555053710938
dd TTI,20,0.002595416183560964,2.6779038110289602e-06,0.1843397617340088,84,0.007831573486328125
cross,21,1.4687136484381518e-10,6.180429613148323e-13,14.647951860912144,27,0.003429412841796875
TTI,21,3.3651718687668584e-13,3.6580409837605e-15,0.1688070297241211,30,0.003939628601074219
d cross,21,5.592698954690871e-05,6.825077020468773e-07,14.664229650981724,31,0.004974365234375
d TTTI,21,2.583450362267442e-06,1.5079157848861095e-08,0.17373895645141602,38,0.003939628601074219
dd cross,21,67.5711533725017,1.084107263127203,14.668539305217564,33,0.005820274353027344
dd TTI,21,0.002627227377861225,5.379930125455234e-06,0.1846151351928711,85,0.003939628601074219
cross,22,1.914778937195249e-10,1.4353019442232374e-12,112.86856427509338,29,0.0019049644470214844
TTI,22,3.3641068815725055e-13,3.51032327863413e-15,0.16653990745544434,30,0.0019774436950683594
d cross,22,0.000232403506819632,7.40169900228384e-06,112.88434353191406,33,0.002749919891357422
d TTTI,22,2.448693153412479e-06,1.2162960165269285e-08,0.16860628128051758,38,0.0019774436950683594
dd cross,22,1120.31392593781,17.17393932782979,112.88908067066222,35,0.0032138824462890625
dd TTI,22,0.0026356263564205904,4.005259410208905e-06,0.17818760871887207,85,0.0019774436950683594
cross,23,2.0904358440173116e-10,1.5013427314336552e-12,54.592702962458134,28,0.000946044921875
TTI,23,3.356328425742124e-13,4.665211079378196e-15,0.1710505485534668,30,0.0009925365447998047
d cross,23,0.00043347449558962266,1.0538930541691328e-05,54.62440786510706,32,0.001430511474609375
d TTTI,23,2.4137808102396114e-06,6.873128492808213e-09,0.1721649169921875,38,0.0009925365447998047
dd cross,23,13993.070938442517,56.0698853827008,54.616729356348515,34,0.0016751289367675781
dd TTI,23,0.002634790670017005,3.3714218379368345e-06,0.177947998046875,86,0.0009925365447998047
cross,24,1.434918021332564e-10,6.874638682199061e-13,38.11620710045099,29,0.0005536079406738281
TTI,24,3.363344970408334e-13,3.662784821928604e-15,0.16885638236999512,30,0.0005029439926147461
d cross,24,0.0001627603570976244,6.980799765514935e-06,38.14302799850702,33,0.0008065700531005859
d TTTI,24,2.407952555934836e-06,7.129441082724405e-09,0.17000436782836914,38,0.0005029439926147461
dd cross,24,10619.31378428399,108.8826193190328,38.148361422121525,35,0.0009475946426391602
dd TTI,24,0.002638963264492664,2.482542757692552e-06,0.1797473430633545,86,0.0005029439926147461
cross,25,1.422995299695117e-10,4.934400912946793e-13,52.377068284898996,28,0.0003133416175842285
TTI,25,3.3617006288669745e-13,3.2632975243897436e-15,0.17308616638183594,30,0.00025200843811035156
d cross,25,1.722394264023409e-05,1.7060993082539372e-05,52.4463870562613,33,0.0005037784576416016
d TTTI,25,2.40852720432223e-06,9.462324140782267e-09,0.1763460636138916,38,0.00025200843811035156
dd cross,25,58993.50988196471,652.0652704108387,52.408146146684885,35,0.0005876421928405762
dd TTI,25,0.0026364753553641844,3.2519324505274164e-06,0.18698549270629883,86,0.00025200843811035156
cross,26,1.3992812744367172e-10,7.186761650931439e-13,70.70911737717688,30,0.000324249267578125
TTI,26,3.3709353866889077e-13,2.9783012028403573e-15,0.1707000732421875,31,0.00013044476509094238
d cross,26,5.987524457221879e-05,8.765968787771412e-06,70.77881737984717,35,0.00045430660247802734
d TTTI,26,2.401888266856692e-06,8.507258621214969e-09,0.17228364944458008,38,0.00013044476509094238
dd cross,26,501977.73648730945,3543.279619753587,70.76958342827857,37,0.0005128681659698486
dd TTI,26,0.0026337971343106375,3.2864904674328025e-06,0.18082022666931152,86,0.00013044476509094238
cross,19,1.529321019055948e-10,6.476169661850082e-13,8.338884867727757,27,0.0133514404296875
TTI,19,2.1657474234836624e-15,8.435593899153717e-18,1.2913522720336914,29,0.0146331787109375
d cross,19,1.701856186023749e-05,2.7172760537084723e-07,8.400433577597141,31,0.019092559814453125
d TTTI,19,4.25114103127836e-06,1.023121983329656e-08,1.2806463241577148,39,0.0146331787109375
dd cross,19,7.250544105080012,0.1860282343814025,8.361676253378391,33,0.0221710205078125
dd TTI,19,0.0024489340185477747,3.7921196052827234e-06,1.2882306575775146,77,0.0146331787109375
cross,20,1.6179862568782599e-10,1.1883249659944097e-12,22.033698628656566,30,0.007198333740234375
TTI,20,3.2219057669219514e-13,5.3751549398366006e-15,1.2837207317352295,30,0.008022308349609375
d cross,20,3.2182466893989546e-05,1.521553139695721e-06,22.05242783855647,34,0.010242462158203125
d TTTI,20,3.0411857139072082e-06,1.5494476679918402e-08,1.2827332019805908,38,0.008022308349609375
dd cross,20,18.924724271123598,0.5039411824337767,22.056750128977,36,0.01187896728515625
dd TTI,20,0.0025946006591401863,4.482342835028351e-06,1.2906434535980225,78,0.008022308349609375
cross,19,1.5144191539792593e-10,6.725763903538072e-13,6.471902460791171,27,0.0133819580078125
TTI,19,2.1875239212601215e-15,5.800965765734507e-17,2.138385057449341,29,0.0146331787109375
d cross,19,1.101317799918397e-05,6.399239958968958e-07,7.059893936850131,31,0.019153594970703125
d TTTI,19,4.250250690308623e-06,9.69076343228256e-09,2.126603603363037,39,0.0146331787109375
dd cross,19,6.180924738973035,0.1365976306593233,6.493155092932284,33,0.022247314453125
dd TTI,19,0.0024535916292266415,7.59915872724445e-06,2.1367745399475098,77,0.0146331787109375
cross,21,1.6047178570240805e-10,7.203086962160002e-13,14.73589389026165,27,0.003509521484375
TTI,21,3.340946870872735e-13,3.606363903654165e-15,1.2806556224822998,30,0.004034996032714844
d cross,21,0.00010305461922546828,1.2915001654388966e-06,14.755272552371025,31,0.005092620849609375
d TTTI,21,2.5875449448163816e-06,7.657998019020528e-09,1.2813513278961182,38,0.004034996032714844
dd cross,21,117.94403846360194,1.2993686396058377,14.75914280116558,33,0.005957603454589844
dd TTI,21,0.002626919107236399,3.95196722502777e-06,1.2891502380371094,78,0.004034996032714844
cross,27,1.4163759278725684e-10,9.854477740500723e-13,174.2048955867067,57,0.0004852116107940674
TTI,27,3.362013785611842e-13,3.4479385426308125e-15,0.17446160316467285,31,6.535649299621582e-05
d cross,27,0.00037444172206845883,3.367923326519312e-05,174.29697498772293,61,0.0006352365016937256
d TTTI,27,2.403737351386862e-06,1.3129149518501179e-08,0.1772160530090332,39,6.535649299621582e-05
dd cross,27,1214763.6784219309,7043.824675974135,174.30945023987442,63,0.0006839185953140259
dd TTI,27,0.0026379681424745258,2.963028832765572e-06,0.187636137008667,86,6.535649299621582e-05
cross,20,1.7630793901860183e-10,9.485707595200428e-13,75.08000066503882,29,0.00719451904296875
TTI,20,3.250949443598141e-13,5.687173712430457e-15,2.1277029514312744,30,0.008022308349609375
d cross,20,4.4576994379675885e-05,1.1527746717060616e-06,75.10367586836219,33,0.01025390625
d TTTI,20,3.0333454540709434e-06,1.278007884986729e-08,2.1265673637390137,38,0.008022308349609375
dd cross,20,29.35192073274495,0.3912034375994344,75.10674407705665,35,0.011903762817382812
dd TTI,20,0.002594588434813241,3.325331544376125e-06,2.1378862857818604,78,0.008022308349609375
cross,22,1.4111838284827347e-10,1.2049715871859922e-12,94.3049078984186,29,0.001953601837158203
TTI,22,3.3877593307311154e-13,4.954434701185144e-15,1.28786039352417,31,0.0020661354064941406
d cross,22,1.4136367028216215e-05,6.465006428938447e-07,94.3293939633295,33,0.002814769744873047
d TTTI,22,2.4486860960433523e-06,6.684740449211105e-09,1.286520004272461,38,0.0020661354064941406
dd cross,22,58.088006638546936,8.705290128129661,94.33249531220645,35,0.0032958984375
dd TTI,22,0.0026361524303067543,4.6480902966184035e-06,1.2943811416625977,78,0.0020661354064941406
cross,21,1.6171888717010793e-10,5.756581189487872e-13,61.86430058255792,29,0.0035619735717773438
TTI,21,3.3480465201853133e-13,3.0656438154943223e-15,2.1284401416778564,30,0.004034996032714844
d cross,21,0.0001254086717477984,2.364216743114982e-06,62.3979795910418,33,0.005145072937011719
d TTTI,21,2.5823679992088666e-06,1.2396821461369958e-08,2.132542133331299,38,0.004034996032714844
dd cross,21,146.87211974238227,1.9728371177115345,61.88812479749322,35,0.0060062408447265625
dd TTI,21,0.0026250576735476925,3.741859934195152e-06,2.1404614448547363,78,0.004034996032714844
cross,23,1.660170655953666e-10,9.53843644850223e-13,79.68419194314629,30,0.0009312629699707031
TTI,23,3.3785376864013444e-13,3.165229297952061e-15,1.2851812839508057,31,0.0010368824005126953
d cross,23,0.00033117177474516175,1.0327563004476413e-05,79.70657706353813,34,0.0013570785522460938
d TTTI,23,2.414812417247302e-06,8.091490562075344e-09,1.2865161895751953,38,0.0010368824005126953
dd cross,23,8924.890172024825,32.92668694241106,79.70936322305351,36,0.00159454345703125
dd TTI,23,0.0026350037724879325,3.9342411429176525e-06,1.2925317287445068,78,0.0010368824005126953
cross,22,1.57450917941567e-10,4.191897901880856e-13,57.87663312070072,29,0.0017504692077636719
TTI,22,3.3546447040801717e-13,2.5832013877139994e-15,2.123563766479492,31,0.0020661354064941406
d cross,22,0.00014471196878642497,4.0592654885474344e-06,57.901397896930575,33,0.0025572776794433594
d TTTI,22,2.4437704273527394e-06,7.291498308947322e-09,2.126650333404541,38,0.0020661354064941406
dd cross,22,453.43318529247347,10.364534434823145,57.902838898822665,35,0.003002166748046875
dd TTI,22,0.0026325272605338536,5.424650824100612e-06,2.1331706047058105,78,0.0020661354064941406
cross,24,1.4081330182481342e-10,7.488967562938269e-13,187.22512190695852,30,0.0005832910537719727
TTI,24,3.371146973266908e-13,4.059753437392423e-15,1.2847495079040527,31,0.0005196332931518555
d cross,24,1.7776533740546288e-05,5.242632161977192e-06,187.25341718550771,34,0.0008553266525268555
d TTTI,24,2.4063546756727055e-06,7.769272358111235e-09,1.2842659950256348,38,0.0005196332931518555
dd cross,24,5222.883544399823,159.01588078808015,187.260217837058,36,0.001002192497253418
dd TTI,24,0.0026359379285772607,3.5682100501631904e-06,1.2908928394317627,78,0.0005196332931518555
cross,23,1.4706153758922506e-10,7.729084126292268e-13,42.90262890420854,28,0.0009336471557617188
TTI,23,3.368029659031696e-13,3.956888582417486e-15,2.1222047805786133,31,0.0010368824005126953
d cross,23,0.00013840941205993824,2.668714467185768e-06,42.9264273699373,32,0.0014023780822753906
d TTTI,23,2.416563566121879e-06,5.089672455105905e-09,2.1251156330108643,38,0.0010368824005126953
dd cross,23,1437.4129041557921,22.008073854558308,42.928907638415694,34,0.0016455650329589844
dd TTI,23,0.0026367155590642753,3.717295986256122e-06,2.1328811645507812,78,0.0010368824005126953
cross,28,1.4964564154341274e-10,7.936807222501065e-13,578.782796036452,83,0.0005004927515983582
TTI,28,3.38463697662174e-13,4.482956951726516e-15,0.17529010772705078,31,3.2745301723480225e-05
d cross,28,0.00018721208090860078,0.00024593474757065854,578.9361866824329,88,0.0006464049220085144
d TTTI,28,2.4058063260630178e-06,1.0239711408533822e-08,0.17773842811584473,39,3.2745301723480225e-05
dd cross,28,19714875.012989808,23000.05495782755,578.9520315043628,90,0.0006806924939155579
dd TTI,28,0.0026382953860787798,4.180064341005586e-06,0.1885523796081543,87,3.2745301723480225e-05
cross,25,1.688579948421524e-10,1.1774300730445737e-12,78.18392062280327,29,0.00026738643646240234
TTI,25,3.368270346692574e-13,2.294971505824422e-15,1.2869911193847656,31,0.00026035308837890625
d cross,25,9.080491316344028e-05,2.055616420654749e-05,78.21043491456658,34,0.00041496753692626953
d TTTI,25,2.4081628832208298e-06,9.32512631622785e-09,1.2855727672576904,38,0.00026035308837890625
dd cross,25,450695.0808507645,1828.2948883092452,78.21561908815056,36,0.0004876852035522461
dd TTI,25,0.002636142380622954,3.1418834866977107e-06,1.2935149669647217,78,0.00026035308837890625
cross,24,1.5236978133605555e-10,8.752490389052048e-13,54.868191976100206,29,0.0004640817642211914
TTI,24,3.3625717784214963e-13,3.957556205626374e-15,2.1263391971588135,31,0.0005196332931518555
d cross,24,0.00025960491211884636,9.752012939443791e-06,56.44259263947606,33,0.0006896257400512695
d TTTI,24,2.412307411085256e-06,1.2565480731045539e-08,2.1281521320343018,38,0.0005196332931518555
dd cross,24,19790.769012678145,79.87131040729894,54.894830483943224,35,0.0008130073547363281
dd TTI,24,0.0026360796468588225,2.6174110442728716e-06,2.1337168216705322,78,0.0005196332931518555
cross,19,1.407512479967653e-10,8.754438657397021e-13,6.0992748802527785,27,0.01369476318359375
TTI,19,2.1710163626094515e-15,4.4714660973920595e-17,0.16608572006225586,30,0.01560211181640625
d cross,19,6.686259626014389e-06,7.733391273821794e-08,6.114568240009248,31,0.019496917724609375
d TTTI,19,4.250738076284372e-06,8.798975497309177e-09,0.17064356803894043,39,0.01560211181640625
dd cross,19,1.8968604005607923,0.017194423113150024,6.117918974719942,33,0.02260589599609375
dd TTI,19,0.0024491662051009657,5.9415645308753695e-06,0.18211889266967773,83,0.01560211181640625
cross,20,1.431638147698004e-10,5.403245633964053e-13,19.58626462891698,29,0.0071258544921875
TTI,20,3.247416158082826e-13,4.9597996371327185e-15,0.1666104793548584,30,0.007831573486328125
d cross,20,6.012273155140687e-06,4.521772218467278e-07,19.602808970957994,33,0.01021575927734375
d TTTI,20,3.0402103139675405e-06,5.9837140483778226e-09,0.17148995399475098,39,0.007831573486328125
dd cross,20,3.6717373382101144,0.17750326274708692,19.606274146586657,35,0.011877059936523438
dd TTI,20,0.0025953995149944724,4.0299229293717134e-06,0.18267416954040527,84,0.007831573486328125
cross,21,1.6451863770424226e-10,1.1492097082322735e-12,14.837882784195244,30,0.0037021636962890625
TTI,21,3.3525093365367114e-13,2.648184078030581e-15,0.17771482467651367,30,0.003939628601074219
d cross,21,4.877824621143718e-05,2.9262663519765903e-06,14.857538011856377,34,0.0053081512451171875
d TTTI,21,2.585375136289971e-06,1.746255888373837e-08,0.18030405044555664,38,0.003939628601074219
dd cross,21,71.323244941878,5.673361506160356,14.86232164222747,36,0.0061817169189453125
dd TTI,21,0.00262546518503968,4.5795516042222915e-06,0.19254779815673828,85,0.003939628601074219
cross,25,1.5863998585927268e-10,9.698638845377914e-13,75.59455278422683,28,0.00029468536376953125
TTI,25,3.369815064672065e-13,5.104441233522334e-15,2.1257572174072266,31,0.00026035308837890625
d cross,25,0.0003315231088855332,1.472674531690541e-05,75.69380929972976,32,0.0004755854606628418
d TTTI,25,2.404390068673255e-06,7.81411199891183e-09,2.1268279552459717,38,0.00026035308837890625
dd cross,25,124684.96543099816,457.05372869643827,75.63099124934524,34,0.0005564093589782715
dd TTI,25,0.0026341431881405615,5.356358873819845e-06,2.135425567626953,78,0.00026035308837890625
cross,22,1.4389064478979752e-10,9.3205473612611e-13,20.81143709924072,28,0.0017900466918945312
TTI,22,3.360224811574289e-13,3.2477331596527685e-15,0.18137669563293457,30,0.0019774436950683594
d cross,22,1.528978204105701e-05,1.0824299731721484e-06,20.828588693402708,32,0.0026121139526367188
d TTTI,22,2.447695607732854e-06,5.1843819198179815e-09,0.1825852394104004,38,0.0019774436950683594
dd cross,22,59.01091564926928,7.556031323643581,20.832731216214597,34,0.0030651092529296875
dd TTI,22,0.0026343862517065426,4.759576720251222e-06,0.19567608833312988,85,0.0019774436950683594
cross,23,1.915169140399809e-10,1.526342379280274e-12,28.147966486401856,29,0.000957489013671875
TTI,23,3.3608503058923445e-13,5.001264458056763e-15,0.170576810836792,30,0.0009925365447998047
d cross,23,0.000327179491460517,1.4049853783326912e-05,28.16678057331592,33,0.0014505386352539062
d TTTI,23,2.4162622546956336e-06,1.138895774492261e-08,0.17287945747375488,38,0.0009925365447998047
dd cross,23,9794.720409099218,95.89288202278134,28.1725705685094,35,0.0016963481903076172
