run_idx,k_center,E_k
0,4.140616091089793,0.005941147101870911
0,10.42184827326938,0.018208847845548555
0,16.703080455448966,0.01035163845780787
0,22.984312637628552,0.008291198386578824
0,29.265544819808138,0.003401018355512917
0,35.54677700198772,0.00204923242151494
0,41.828009184167314,0.001769865369452546
0,48.10924136634689,0.0014326638200242454
0,54.39047354852649,0.0010015782887977354
0,60.671705730706066,0.0005326905530152671
0,66.95293791288566,0.00037308004263153873
0,73.23417009506524,0.00021502851990682284
0,79.51540227724483,0.00016485047737568905
0,85.79663445942441,0.0001619264762624553
0,92.077866641604,0.0001331175394436354
0,98.35909882378358,0.00011589152041124018
0,104.64033100596318,9.740858964701325e-05
0,110.92156318814276,7.352086629004912e-05
0,117.20279537032235,7.070476049609824e-05
0,123.48402755250193,5.759421816338531e-05
0,129.76525973468154,4.790695310626026e-05
0,136.0464919168611,4.72822816852118e-05
0,142.32772409904067,4.3706792443616184e-05
0,148.6089562812203,3.9653730559455e-05
0,154.89018846339985,3.971319510951381e-05
0,161.17142064557947,4.337103076745084e-05
0,167.45265282775904,4.2395265756434284e-05
0,173.7338850099386,4.93190414164267e-05
0,180.01511719211823,4.9905520346802624e-05
0,186.2963493742978,5.5037281509083326e-05
0,192.57758155647736,4.77633335243799e-05
0,198.85881373865698,4.8350356384979216e-05
0,205.14004592083654,4.6246561618461315e-05
0,211.42127810301616,4.3320420714944916e-05
0,217.70251028519573,4.385292935101765e-05
0,223.9837424673753,4.173282692344277e-05
0,230.26497464955492,4.6899969035014055e-05
0,236.54620683173448,4.3730982466362296e-05
0,242.82743901391405,4.306135256947847e-05
0,249.10867119609367,4.060961259272125e-05
0,255.38990337827323,3.948810711257081e-05
0,261.67113556045285,3.9899721158309066e-05
0,267.9523677426324,3.938109866816379e-05
0,274.233599924812,3.928279923834953e-05
0,280.51483210699155,4.011955263634706e-05
0,286.79606428917117,3.8151980624770243e-05
0,293.0772964713508,3.918428458947826e-05
0,299.35852865353036,4.017199289916115e-05
0,305.6397608357099,4.028412590733952e-05
0,311.9209930178895,4.130183723094243e-05
0,318.2022252000691,4.341002567394044e-05
0,324.48345738224873,4.3172981571834256e-05
0,330.7646895644283,4.054619108340612e-05
0,337.04592174660786,4.0370943388811414e-05
0,343.3271539287874,3.871053944489195e-05
0,349.60838611096705,3.861827138419234e-05
0,355.8896182931466,3.858834895530956e-05
0,362.17085047532623,4.0723448893977616e-05
0,368.4520826575058,3.9778944721474136e-05
0,374.73331483968536,3.789769424484778e-05
0,381.0145470218649,3.4444934430748765e-05
0,387.29577920404455,3.455270865076537e-05
0,393.57701138622417,3.325619270813514e-05
0,399.85824356840374,3.3462873173655694e-05
0,406.1394757505833,3.292225559291151e-05
0,412.42070793276287,3.113953856628024e-05
0,418.7019401149425,3.0013833231699982e-05
0,424.9831722971221,2.935097008318302e-05
0,431.2644044793017,2.9054815027577878e-05
0,437.54563666148124,2.6997732166964246e-05
