Dimension,compression,MaxRank
9,0.0010732412338256836,205
9,0.0012062638998031616,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
10,0.00022446364164352417,245
10,0.00022470206022262573,245
10,0.00023568794131278992,245
10,0.00022446364164352417,245
10,0.00022446364164352417,245
10,0.00023568794131278992,245
10,0.00022446364164352417,245
10,0.00022446364164352417,245
10,0.00023568794131278992,245
10,0.0002242252230644226,245
10,0.0002242252230644226,245
10,0.0002358853816986084,245
10,0.0002242252230644226,245
10,0.0002242252230644226,245
10,0.00023568794131278992,245
10,0.0002242252230644226,245
10,0.00022446364164352417,245
10,0.00023568794131278992,245
10,0.0002242252230644226,245
10,0.00022446364164352417,245
10,0.00023568794131278992,245
10,0.00022446364164352417,245
10,0.00022446364164352417,245
10,0.00023568794131278992,245
10,0.00022446364164352417,245
10,0.00022398680448532104,245
10,0.00023568794131278992,245
10,0.00022398680448532104,245
10,0.0002242252230644226,245
10,0.00023568794131278992,245
11,4.1354214772582054e-05,285
11,4.1271792724728584e-05,285
11,4.254700616002083e-05,285
11,4.131300374865532e-05,285
11,4.1354214772582054e-05,285
11,4.254700616002083e-05,285
11,4.126131534576416e-05,285
11,4.131300374865532e-05,285
11,4.246830940246582e-05,285
11,4.1354214772582054e-05,285
11,4.140613600611687e-05,285
11,4.254700616002083e-05,285
11,4.1354214772582054e-05,285
11,4.130229353904724e-05,285
11,4.254700616002083e-05,285
11,4.131300374865532e-05,285
11,4.126131534576416e-05,285
11,4.25814650952816e-05,285
11,4.139542579650879e-05,285
11,4.131300374865532e-05,285
11,4.254700616002083e-05,285
11,4.1354214772582054e-05,285
11,4.1354214772582054e-05,285
11,4.25814650952816e-05,285
11,4.131300374865532e-05,285
11,4.1354214772582054e-05,285
11,4.254700616002083e-05,285
11,4.141638055443764e-05,285
11,4.126131534576416e-05,285
11,4.254700616002083e-05,285
12,7.104652468115091e-06,325
12,7.1137037593871355e-06,325
12,7.217575330287218e-06,325
12,7.105991244316101e-06,325
12,7.09958840161562e-06,325
12,7.2229886427521706e-06,325
12,7.084221579134464e-06,325
12,7.079157512634993e-06,325
12,7.210910553112626e-06,325
12,7.105991244316101e-06,325
12,7.098278729245067e-06,325
12,7.229682523757219e-06,325
12,7.077876944094896e-06,325
12,7.09958840161562e-06,325
12,7.2229886427521706e-06,325
12,7.091904990375042e-06,325
12,7.09958840161562e-06,325
12,7.228401955217123e-06,325
12,7.105991244316101e-06,325
12,7.091904990375042e-06,325
12,7.218797691166401e-06,325
12,7.070222636684775e-06,325
12,7.090566214174032e-06,325
12,7.230904884636402e-06,325
12,7.105991244316101e-06,325
12,7.1123940870165825e-06,325
12,7.216294761747122e-06,325
12,7.126567652449012e-06,325
12,7.1123940870165825e-06,325
12,7.217575330287218e-06,325
13,1.160853571491316e-06,365
13,1.1599113349802792e-06,365
13,1.1743541108444333e-06,365
13,1.1556840036064386e-06,365
13,1.1536612873896956e-06,365
13,1.1762967915274203e-06,365
13,1.1578740668483078e-06,365
13,1.154909114120528e-06,365
13,1.1717747838702053e-06,365
13,1.1566153261810541e-06,365
13,1.1505580914672464e-06,365
13,1.1728916433639824e-06,365
13,1.1566153261810541e-06,365
13,1.1577139957807958e-06,365
13,1.1746669770218432e-06,365
13,1.160853571491316e-06,365
13,1.1588126653805375e-06,365
13,1.1727388482540846e-06,365
13,1.1599113349802792e-06,365
13,1.1577139957807958e-06,365
13,1.1762967915274203e-06,365
13,1.1536612873896956e-06,365
13,1.154588971985504e-06,365
13,1.1737029126379639e-06,365
13,1.1536612873896956e-06,365
13,1.1547526810318232e-06,365
13,1.1737029126379639e-06,365
13,1.1599113349802792e-06,365
13,1.160853571491316e-06,365
13,1.1754818842746317e-06,365
14,1.8087121134158224e-07,406
14,1.8169976101489738e-07,406
14,1.84084456122946e-07,406
14,1.8100217857863754e-07,406
14,1.82290023076348e-07,406
14,1.8312493921257555e-07,406
14,1.8158743841922842e-07,406
14,1.8130413081962615e-07,406
14,1.8396895029582083e-07,406
14,1.8213722796645015e-07,406
14,1.8185210137744434e-07,406
14,1.843563950387761e-07,406
14,1.827102096285671e-07,406
14,1.815474206523504e-07,406
14,1.8396895029582083e-07,406
14,1.8187165551353246e-07,406
14,1.820044417399913e-07,406
14,1.84104465006385e-07,406
14,1.8032915249932557e-07,406
14,1.8128457668353803e-07,406
14,1.8362243281444535e-07,406
14,1.82290023076348e-07,406
14,1.8171976989833638e-07,406
14,1.84104465006385e-07,406
14,1.8060927686747164e-07,406
14,1.805901774787344e-07,406
14,1.8310583982383832e-07,406
14,1.8143600755138323e-07,406
14,1.8085120245814323e-07,406
14,1.828584572649561e-07,406
15,2.7513237910170574e-08,451
15,2.7589976525632665e-08,451
15,2.8076726721337764e-08,451
15,2.7457190299173817e-08,451
15,2.749533223322942e-08,451
15,2.7927740120503586e-08,451
15,2.7419162051955936e-08,451
15,2.7492887966218404e-08,451
15,2.8026079235132784e-08,451
15,2.7551550374482758e-08,451
15,2.7569512894842774e-08,451
15,2.8079170988348778e-08,451
15,2.7492887966218404e-08,451
15,2.734344661803334e-08,451
15,2.803074039547937e-08,451
15,2.7454746032162802e-08,451
15,2.7513237910170574e-08,451
15,2.8044553346262546e-08,451
15,2.7434452931629494e-08,451
15,2.7626015253190417e-08,451
15,2.8113902317272732e-08,451
15,2.757195716185379e-08,451
15,2.7497662813402712e-08,451
15,2.795968612190336e-08,451
15,2.7510736799740698e-08,451
15,2.7569512894842774e-08,451
15,2.794138254103018e-08,451
15,2.757195716185379e-08,451
15,2.7551550374482758e-08,451
15,2.795968612190336e-08,451
