Dimension,compression,MaxRank
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
5,0.07421875,43
5,0.078125,52
5,0.0830078125,52
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
6,0.032470703125,66
6,0.03564453125,85
6,0.037109375,85
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
7,0.0140380859375,125
7,0.0140380859375,125
7,0.0157470703125,125
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
8,0.004525661468505859,165
8,0.004525661468505859,165
8,0.005275726318359375,165
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.0012062638998031616,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.0012062638998031616,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.00120466947555542,205
9,0.0010732412338256836,205
9,0.0010732412338256836,205
9,0.0012062638998031616,205
9,0.0010732412338256836,205
