run_idx,separation,flatness
0,0.0009765625,20.60592216530446
0,0.001953125,20.794481817540948
0,0.0029296875,20.96204113629358
0,0.00390625,20.994432588334078
0,0.0048828125,20.824924043356287
0,0.005859375,20.42728221782165
0,0.0068359375,19.794169632677264
0,0.0078125,18.962270258828873
0,0.0087890625,18.046990147040713
0,0.009765625,17.23596359437957
0,0.0107421875,16.718441618476124
0,0.01171875,16.583956818894887
0,0.0126953125,16.75328063167738
0,0.013671875,16.99967313360832
0,0.0146484375,17.055782953184945
0,0.015625,16.72904137314316
0,0.0166015625,15.961345088648008
0,0.017578125,14.825347962120723
0,0.0185546875,13.477771305955342
0,0.01953125,12.098037008811117
0,0.0205078125,10.836236722337308
0,0.021484375,9.787839048825633
0,0.0224609375,8.993232224424938
0,0.0234375,8.448532403688468
0,0.0244140625,8.118968889958746
0,0.025390625,7.9521020868394565
0,0.0263671875,7.889440432215162
0,0.02734375,7.8744655019804215
0,0.0283203125,7.8565169178470375
0,0.029296875,7.792217732828739
0,0.0302734375,7.648350180555533
0,0.03125,7.410099540631806
0,0.0322265625,7.089440387744724
0,0.033203125,6.722602822063261
0,0.0341796875,6.354108175534097
0,0.03515625,6.019655229308078
0,0.0361328125,5.739185695335846
0,0.037109375,5.520007461807806
0,0.0380859375,5.3630237260137745
0,0.0390625,5.267859041298328
0,0.0400390625,5.23566639433013
0,0.041015625,5.268127840488152
0,0.0419921875,5.361761941184261
0,0.04296875,5.500457204231607
0,0.0439453125,5.651619748513849
0,0.044921875,5.770580245468158
0,0.0458984375,5.813977191222932
0,0.046875,5.75706885799792
0,0.0478515625,5.605470419573839
0,0.048828125,5.392738565745122
0,0.0498046875,5.164067491761317
0,0.05078125,4.957525191506773
0,0.0517578125,4.7937917174686655
0,0.052734375,4.677113665381239
0,0.0537109375,4.602823204095228
0,0.0546875,4.564993121157447
0,0.0556640625,4.560180749784447
0,0.056640625,4.586395888039713
0,0.0576171875,4.639114086869945
0,0.05859375,4.707756715747063
0,0.0595703125,4.775114685115836
0,0.060546875,4.8201214092831846
0,0.0615234375,4.823308712528985
0,0.0625,4.77385524481223
0,0.0634765625,4.6751733143698395
0,0.064453125,4.544944468237865
0,0.0654296875,4.408343438931901
0,0.06640625,4.288388117065844
0,0.0673828125,4.198697912068011
0,0.068359375,4.141472049622911
0,0.0693359375,4.1102376970420496
0,0.0703125,4.09518409282623
0,0.0712890625,4.088558839742207
0,0.072265625,4.08774139333165
0,0.0732421875,4.094665819496452
0,0.07421875,4.112462775791416
0,0.0751953125,4.14127483602436
0,0.076171875,4.175319355507327
0,0.0771484375,4.203276122265365
0,0.078125,4.212866586069386
0,0.0791015625,4.197293800867704
0,0.080078125,4.158912460737357
0,0.0810546875,4.1073468132909765
0,0.08203125,4.054184048064064
0,0.0830078125,4.008210130512358
0,0.083984375,3.97339242402959
0,0.0849609375,3.9495449820111577
0,0.0859375,3.9346568646412794
0,0.0869140625,3.9274779542825553
0,0.087890625,3.9288771977145016
0,0.0888671875,3.941193985327191
