run_idx,separation,flatness
0,0.0009765625,4.213068550728544
0,0.001953125,4.10321519047667
0,0.0029296875,3.912416334744997
0,0.00390625,3.782963658474748
0,0.0048828125,3.70276302970074
0,0.005859375,3.657884358087044
0,0.0068359375,3.62465183873516
0,0.0078125,3.592167074472421
0,0.0087890625,3.5578469162416937
0,0.009765625,3.527934359368221
0,0.0107421875,3.5042928460328637
0,0.01171875,3.4855218393572
0,0.0126953125,3.468652351520773
0,0.013671875,3.453312478436421
0,0.0146484375,3.437942946696752
0,0.015625,3.419285396195632
0,0.0166015625,3.395710723053831
0,0.017578125,3.371424779397315
0,0.0185546875,3.349770782082112
0,0.01953125,3.3314792118893117
0,0.0205078125,3.3160527546349874
0,0.021484375,3.3035604564785603
0,0.0224609375,3.2931919579639444
0,0.0234375,3.28375736382381
0,0.0244140625,3.2744212633326515
0,0.025390625,3.266244638561464
0,0.0263671875,3.260070253863705
0,0.02734375,3.255999763603767
0,0.0283203125,3.2532916724311187
0,0.029296875,3.251461051623332
0,0.0302734375,3.249526646759497
0,0.03125,3.2456265965437407
0,0.0322265625,3.2384388459992546
0,0.033203125,3.2296514444870965
0,0.0341796875,3.220980777904225
0,0.03515625,3.213026026291453
0,0.0361328125,3.205909240089185
0,0.037109375,3.19994541365599
0,0.0380859375,3.1949123035730973
0,0.0390625,3.190347218337134
0,0.0400390625,3.1858389545738057
0,0.041015625,3.1817534464443207
0,0.0419921875,3.1783727749308173
0,0.04296875,3.175744493294359
0,0.0439453125,3.1736289961568334
0,0.044921875,3.1720268503286184
0,0.0458984375,3.1706659951322025
0,0.046875,3.168889309733129
0,0.0478515625,3.1661537756046
0,0.048828125,3.163090141601693
0,0.0498046875,3.160330138003375
0,0.05078125,3.158090535163125
0,0.0517578125,3.1563502090780147
0,0.052734375,3.155233615182802
0,0.0537109375,3.154593539172679
0,0.0546875,3.1541306442244603
0,0.0556640625,3.153589930722194
0,0.056640625,3.153264096219346
0,0.0576171875,3.153412068392181
0,0.05859375,3.154074109209152
0,0.0595703125,3.154964708155381
0,0.060546875,3.155901799930893
0,0.0615234375,3.1565373663546525
0,0.0625,3.15601884845262
0,0.0634765625,3.153672068762056
0,0.064453125,3.150295487536157
0,0.0654296875,3.146751861317181
0,0.06640625,3.1433763995011783
0,0.0673828125,3.140326519237568
0,0.068359375,3.1377949127747127
0,0.0693359375,3.135681878438647
0,0.0703125,3.133758361942657
0,0.0712890625,3.1318293289360906
0,0.072265625,3.1300656646302527
0,0.0732421875,3.128625622538148
0,0.07421875,3.1275483733034277
0,0.0751953125,3.126700306386096
0,0.076171875,3.126014113224158
0,0.0771484375,3.1253045821742567
0,0.078125,3.124233372686019
0,0.0791015625,3.1225422750708893
0,0.080078125,3.120538799600113
0,0.0810546875,3.1185653139306897
0,0.08203125,3.1167891138013424
0,0.0830078125,3.115245010305047
0,0.083984375,3.1140052075784577
0,0.0849609375,3.113005807966339
0,0.0859375,3.112121254224849
0,0.0869140625,3.111237043874951
0,0.087890625,3.110475914860861
0,0.0888671875,3.109937040674509
0,0.08984375,3.109660995660673
0,0.0908203125,3.1096053318120207
0,0.091796875,3.10976675997012
0,0.0927734375,3.109925136787596
0,0.09375,3.109531718506715
0,0.0947265625,3.108192419084457
0,0.095703125,3.106351911407057
0,0.0966796875,3.104564261570813
0,0.09765625,3.1030425693889447
0,0.0986328125,3.10178210596145
0,0.099609375,3.100797361207273
0,0.1005859375,3.100005018972685
0,0.1015625,3.099288204888936
0,0.1025390625,3.09856006474666
0,0.103515625,3.097928468144709
0,0.1044921875,3.0974837529002945
0,0.10546875,3.097251546528269
0,0.1064453125,3.0971679849018616
0,0.107421875,3.097210255542351
0,0.1083984375,3.097283763485424
0,0.109375,3.097189130307666
0,0.1103515625,3.09676554610678
0,0.111328125,3.0961989151032947
0,0.1123046875,3.0957097317685838
0,0.11328125,3.095407998066197
0,0.1142578125,3.095317515721978
0,0.115234375,3.0954807703524176
0,0.1162109375,3.0958613896115987
0,0.1171875,3.096394805952313
